ENSP00000493376	A0A2U3U0J3
ENSP00000494942	A0A2R8Y5N3
ENSP00000395259	Q6R2W3
ENSP00000356587	Q9NP85
ENSP00000356588	Q9NP85
ENSP00000356586	Q8NAT2
ENSP00000406052	Q8NAT2
ENSP00000294848	Q8NAT2
ENSP00000365588	Q14676
ENSP00000400979	A2AB05
ENSP00000396989	A2AB07
ENSP00000411310	A2AB06
ENSP00000339001	P07437
ENSP00000365620	Q5SQH5
ENSP00000365625	O60231
ENSP00000379672	Q5JP53
ENSP00000365578	Q5ST81
ENSP00000379668	Q5ST81
ENSP00000399101	A2AB15
ENSP00000364016	P28062
ENSP00000364015	P28062
ENSP00000378748	Q5JNW7
ENSP00000390020	P13765
ENSP00000496848	P13765
ENSP00000365569	O75955
ENSP00000395333	A2AB09
ENSP00000400615	A2AB10
ENSP00000404300	A2ABJ5
ENSP00000398834	A2AB12
ENSP00000412058	A2AB11
ENSP00000391341	A2AB13
ENSP00000406091	Q08345
ENSP00000365753	Q08345
ENSP00000365754	Q08345
ENSP00000365752	Q08345
ENSP00000405039	Q08345
ENSP00000422442	Q08345
ENSP00000365751	Q08345
ENSP00000405998	A0A0A0MSX3
ENSP00000427552	Q08345
ENSP00000398682	A2ABM8
ENSP00000318217	Q08345
ENSP00000407699	Q08345
ENSP00000259874	P46695
ENSP00000365557	Q5ST79
ENSP00000482578	Q6NYC8
ENSP00000382150	Q6NYC8
ENSP00000274853	Q6NYC8
ENSP00000480270	Q6NYC8
ENSP00000423749	E7EUP7
ENSP00000424346	D6RB82
ENSP00000421189	E7EVW6
ENSP00000426420	E7EPH4
ENSP00000420833	E7EN94
ENSP00000424468	D6RB35
ENSP00000427369	E7EUD5
ENSP00000422331	E7ES06
ENSP00000392413	D6RBU7
ENSP00000424703	E7EXB0
ENSP00000425713	E7EQ23
ENSP00000394273	E7ERI6
ENSP00000379631	A2ABL0
ENSP00000424758	E7EX99
ENSP00000426229	E7EPN2
ENSP00000422467	E7ERN0
ENSP00000423492	E7ENJ2
ENSP00000423928	D6RB35
ENSP00000425113	E7ESR9
ENSP00000427597	E7ETI3
ENSP00000390593	E7EQ30
ENSP00000421719	E7EVT1
ENSP00000409682	A2ABL2
ENSP00000422108	E7ERN0
ENSP00000423906	E7ETX3
ENSP00000422974	D6R9C4
ENSP00000365759	Q08345
ENSP00000425019	D6REE1
ENSP00000482167	A6H900
ENSP00000356590	Q5T1B0
ENSP00000425198	D6RDY4
ENSP00000391716	B1AM31
ENSP00000422992	D6R9B7
ENSP00000365493	Q92759
ENSP00000259895	Q92759
ENSP00000421152	D6RGW5
ENSP00000410744	A0A0C4DG74
ENSP00000352658	Q5TFM2
ENSP00000356399	P08603
ENSP00000487250	A0A0D9SG88
ENSP00000356468	Q9Y6Y0
ENSP00000401826	H0Y5Y2
ENSP00000356467	X6R674
ENSP00000271588	Q96RW7
ENSP00000356526	Q9BXD5
ENSP00000457748	A5PLK6
ENSP00000356524	Q9BXD5
ENSP00000356523	Q9BXD5
ENSP00000258317	Q9BXD5
ENSP00000482415	A0A087WZ70
ENSP00000356525	Q9BXD5
ENSP00000356455	Q92954
ENSP00000356452	J3KP74
ENSP00000489292	Q92954
ENSP00000399679	Q92954
ENSP00000356453	Q92954
ENSP00000356518	Q9BZQ2
ENSP00000356448	P12270
ENSP00000356395	Q02985
ENSP00000436258	Q6NSD3
ENSP00000375845	Q02985
ENSP00000356530	Q05823
ENSP00000440844	Q05823
ENSP00000356520	Q08211
ENSP00000258341	P11047
ENSP00000365602	Q8IXM6
ENSP00000259953	Q8IXM6
ENSP00000365603	Q8IXM6
ENSP00000477162	Q92496
ENSP00000356386	Q92496
ENSP00000251424	Q92496
ENSP00000314299	Q03591
ENSP00000356394	B1AKG0
ENSP00000425133	Q92540
ENSP00000421358	Q92540
ENSP00000356507	E9PD50
ENSP00000426915	Q92540
ENSP00000388390	B1ALB4
ENSP00000340766	Q92540
ENSP00000356391	A0A3B3IQ51
ENSP00000356385	P36980
ENSP00000496999	A0A3B3IS00
ENSP00000476677	V9GYE7
ENSP00000496889	A0A3B3IRW0
ENSP00000497089	A0A3B3IS28
ENSP00000473583	R4GNC7
ENSP00000406205	Q5TCP6
ENSP00000431330	E9PLR3
ENSP00000354891	Q96GL9
ENSP00000356584	Q8NFQ8
ENSP00000477486	Q8NFQ8
ENSP00000432063	Q13753
ENSP00000264144	Q13753
ENSP00000411309	B1APM4
ENSP00000407217	P19878
ENSP00000399294	P19878
ENSP00000356506	P19878
ENSP00000356505	P19878
ENSP00000483425	P12270
ENSP00000294868	Q9BZQ4
ENSP00000287713	Q9BZQ4
ENSP00000256785	Q9BXR6
ENSP00000422056	D6R9J3
ENSP00000356379	Q8IZT6
ENSP00000294732	Q8IZT6
ENSP00000408103	Q5SWX9
ENSP00000395084	Q5SWX8
ENSP00000356440	Q5SWX8
ENSP00000287859	Q5SWX8
ENSP00000356579	Q5VT06
ENSP00000476687	Q5JTV8
ENSP00000393292	Q5JTV8
ENSP00000434316	H0YDU3
ENSP00000435365	Q5JTV8
ENSP00000271583	J3KN66
ENSP00000263726	Q969G2
ENSP00000495710	Q9BR61
ENSP00000356567	Q9BR61
ENSP00000485355	Q9H496
ENSP00000485107	A0A096LNM1
ENSP00000356424	Q9Y5K5
ENSP00000356436	P47712
ENSP00000356420	Q5LJA9
ENSP00000356421	Q5LJA5
ENSP00000356418	Q9Y5K5
ENSP00000356419	Q9Y5K5
ENSP00000356425	Q9Y5K5
ENSP00000383752	P10155
ENSP00000401176	D6RE09
ENSP00000425296	D6RDN1
ENSP00000356416	P10155
ENSP00000356413	P10155
ENSP00000356415	P10155
ENSP00000356414	P10155
ENSP00000356411	P10155
ENSP00000375855	P20941
ENSP00000422775	P20941
ENSP00000424612	H0Y9N5
ENSP00000356438	P35354
ENSP00000389563	Q5LJB0
ENSP00000356432	Q76B58
ENSP00000497116	A0A3B3IS66
ENSP00000356382	P05160
ENSP00000428343	Q2M5E4
ENSP00000356429	Q08116
ENSP00000464323	Q08116
ENSP00000235382	P41220
ENSP00000442837	O14921
ENSP00000375853	O14921
ENSP00000412265	Q5LJB1
ENSP00000258301	O43752
ENSP00000356561	Q9UBH6
ENSP00000440188	O43752
ENSP00000356562	Q9UBH6
ENSP00000356504	B1ALC0
ENSP00000352918	O15511
ENSP00000294742	O15511
ENSP00000356375	Q5SVQ8
ENSP00000310622	Q8WW27
ENSP00000409395	Q5T2X5
ENSP00000303192	Q9NZL6
ENSP00000354097	Q9NZL6
ENSP00000472298	G5E9R9
ENSP00000487601	A0A0J9YVN8
ENSP00000393441	B1AMP1
ENSP00000356430	Q9NS28
ENSP00000356409	Q9NS18
ENSP00000356410	Q9NS18
ENSP00000356405	Q6P1J9
ENSP00000490035	A0A1B0GUB2
ENSP00000356481	Q9BZQ8
ENSP00000401608	Q5T2X4
ENSP00000356551	Q95460
ENSP00000282990	Q95460
ENSP00000356552	Q95460
ENSP00000478976	A0A8C8PVM5
ENSP00000477563	Q95460
ENSP00000388504	Q95460
ENSP00000405474	Q3SY61
ENSP00000294725	Q6UVM3
ENSP00000356403	Q6UVM3
ENSP00000476657	Q6UVM3
ENSP00000356404	O43825
ENSP00000356480	Q99496
ENSP00000356479	Q99496
ENSP00000400722	X6RFN3
ENSP00000354960	Q8IYK4
ENSP00000356490	Q5SXQ3
ENSP00000356491	Q5SXQ5
ENSP00000497601	A0A3B3IT37
ENSP00000318147	Q9BZQ6
ENSP00000356482	A0A8J8YX80
ENSP00000356560	Q5VZ46
ENSP00000356572	O00391
ENSP00000356574	O00391
ENSP00000356559	Q5VZ46
ENSP00000356476	Q7Z2T5
ENSP00000414339	X6RK96
ENSP00000356470	Q5T5J6
ENSP00000356471	Q5T5J6
ENSP00000356549	Q5VY09
ENSP00000491403	A0A1W2PPL5
ENSP00000490991	A0A1W2PNT5
ENSP00000432038	E9PIE8
ENSP00000356542	Q15878
ENSP00000481619	Q15878
ENSP00000353222	F8W9Z1
ENSP00000356545	Q15878
ENSP00000493902	Q8WW01
ENSP00000402002	Q8WW01
ENSP00000355299	A0A2U3TZM3
ENSP00000494932	A0A2R8YDU8
ENSP00000436996	E9PPN1
ENSP00000495178	A0A2R8Y6A4
ENSP00000495344	A0A2R8Y6M5
ENSP00000235307	Q9H246
ENSP00000401413	Q5TC96
ENSP00000305941	O75445
ENSP00000355909	O75445
ENSP00000259154	Q9Y597
ENSP00000438786	F5H0L2
ENSP00000491102	P82279
ENSP00000356370	P82279
ENSP00000356369	P82279
ENSP00000356367	A0A075B6G4
ENSP00000352077	P62508
ENSP00000419594	P62508
ENSP00000418629	P62508
ENSP00000419155	P62508
ENSP00000417374	P62508
ENSP00000419514	C9JU32
ENSP00000481528	P62508
ENSP00000375761	P62508
ENSP00000355225	P62508
ENSP00000355907	P62508
ENSP00000355904	P62508
ENSP00000386171	P62508
ENSP00000353108	P62508
ENSP00000354584	P62508
ENSP00000355905	P62508
ENSP00000420370	C9JNX5
ENSP00000418895	C9J0E3
ENSP00000417900	C9J5W9
ENSP00000438091	P82279
ENSP00000433536	E9PKH0
ENSP00000356337	M3ZCP1
ENSP00000356349	M9MMK9
ENSP00000306782	P08575
ENSP00000411355	P08575
ENSP00000359630	O60242
ENSP00000441821	O60242
ENSP00000356357	Q9NQ69
ENSP00000356361	Q9NQ69
ENSP00000356360	Q9NQ69
ENSP00000453064	H0YL54
ENSP00000483170	A0A087X083
ENSP00000482898	A0A0C4DGY4
ENSP00000356358	H0Y330
ENSP00000496784	Q9NUN5
ENSP00000497302	Q9NUN5
ENSP00000497135	Q9NUN5
ENSP00000497703	Q9NUN5
ENSP00000497690	Q9NUN5
ENSP00000497387	Q9NUN5
ENSP00000359602	Q9NUN5
ENSP00000498178	Q9NUN5
ENSP00000497487	Q9NUN5
ENSP00000497575	A0A3B3IT31
ENSP00000498034	Q9NUN5
ENSP00000497124	Q9NUN5
ENSP00000496862	A0A3B3IRL1
ENSP00000345985	Q9ULH4
ENSP00000415375	Q96T55
ENSP00000381876	Q86T65
ENSP00000488831	A0A0J9YYF7
ENSP00000274867	Q86T65
ENSP00000437808	Q86T65
ENSP00000400405	Q86YW5
ENSP00000402855	Q86YW5
ENSP00000362219	Q86YW5
ENSP00000244565	Q8IV45
ENSP00000362258	Q8IV45
ENSP00000394033	O95069
ENSP00000375765	O95069
ENSP00000375764	O95069
ENSP00000342651	Q9NZC2
ENSP00000362205	Q9NZC2
ENSP00000362214	Q9NZC2
ENSP00000238918	J3KMY8
ENSP00000473827	S4R307
ENSP00000474165	S4R3D0
ENSP00000355902	Q9NW75
ENSP00000355901	Q9NW75
ENSP00000418767	Q5T2D2
ENSP00000229913	Q6ZMV9
ENSP00000419985	Q5TGU0
ENSP00000441435	F6VGH2
ENSP00000362255	Q5TGU0
ENSP00000362252	Q5TGU0
ENSP00000287152	Q6ZMV9
ENSP00000377889	Q2MDE8
ENSP00000480474	Q14993
ENSP00000479481	A0A087WVJ7
ENSP00000395407	A0A0C4DG35
ENSP00000377042	Q5T1H1
ENSP00000341818	Q5T1H1
ENSP00000356355	Q8TDX7
ENSP00000392745	C9J1H8
ENSP00000444621	Q8TDX7
ENSP00000356353	Q8TDX7
ENSP00000439095	F5H3U7
ENSP00000375835	F8WAG2
ENSP00000358994	Q9UM54
ENSP00000399406	Q5JVM0
ENSP00000376686	Q86VQ0
ENSP00000478013	Q9UM54
ENSP00000358861	Q86VQ0
ENSP00000358992	A0A0A0MRM8
ENSP00000359002	Q9UM54
ENSP00000487348	A0A0D9SGC1
ENSP00000355900	Q96L03
ENSP00000358966	Q17R60
ENSP00000481913	A0A087WYL3
ENSP00000358963	P28222
ENSP00000416556	Q5JVU1
ENSP00000474463	S4R3K6
ENSP00000342570	Q6UXN2
ENSP00000418078	Q6UXN2
ENSP00000473370	A8MW99
ENSP00000496917	A8MW99
ENSP00000244669	Q9Y235
ENSP00000355899	Q9Y3B9
ENSP00000420484	Q9Y530
ENSP00000420193	Q9Y530
ENSP00000416829	Q9Y530
ENSP00000420601	Q9Y530
ENSP00000419175	C9JXC3
ENSP00000479816	Q6P3S1
ENSP00000417171	Q96LB4
ENSP00000235453	Q6P3S1
ENSP00000356352	Q96LB4
ENSP00000356366	Q6P3S1
ENSP00000281087	Q96LB4
ENSP00000465688	K7EKM5
ENSP00000244709	Q9NP99
ENSP00000465345	Q9NP99
ENSP00000420414	C9JNE2
ENSP00000334284	Q9NP99
ENSP00000418098	C9JA90
ENSP00000419875	C9JA90
ENSP00000362247	C9J5P1
ENSP00000487484	C9J5P1
ENSP00000418400	C9J5P1
ENSP00000230510	P33981
ENSP00000358813	P33981
ENSP00000427483	D6RIC6
ENSP00000422936	P33981
ENSP00000475503	U3KQ34
ENSP00000358956	Q5VVH5
ENSP00000421636	D6REX1
ENSP00000424851	D6RF82
ENSP00000404856	Q5JRK0
ENSP00000358853	Q9UJC5
ENSP00000275034	Q8WWQ0
ENSP00000349790	P20849
ENSP00000315252	P20849
ENSP00000358831	Q9GZR5
ENSP00000355896	P61812
ENSP00000355897	P61812
ENSP00000418966	C9IZY1
ENSP00000417333	C9IZY1
ENSP00000487202	D6RFY1
ENSP00000344794	Q9NZB8
ENSP00000362175	O95944
ENSP00000362291	Q9NZB8
ENSP00000362181	O95944
ENSP00000362178	O95944
ENSP00000384637	F2Z2Q2
ENSP00000318298	Q96IP4
ENSP00000358771	Q5TF85
ENSP00000358769	Q96IP4
ENSP00000309574	Q96LB4
ENSP00000362284	Q9NZB8
ENSP00000345702	P23511
ENSP00000229418	P23511
ENSP00000494132	A0A2R8YE81
ENSP00000494327	A0A2R8Y5B1
ENSP00000356334	M9MMK8
ENSP00000405494	M9MML4
ENSP00000393360	M9MML3
ENSP00000355895	Q5VWZ2
ENSP00000355894	Q5VWZ2
ENSP00000410025	B7ZBL5
ENSP00000356331	O00482
ENSP00000236914	O00482
ENSP00000439116	O00482
ENSP00000359527	P20849
ENSP00000309823	Q8IVH2
ENSP00000362154	Q8IVH2
ENSP00000386958	B7ZBM3
ENSP00000362148	Q8IVH2
ENSP00000305721	Q9P2D0
ENSP00000478891	E9PDR5
ENSP00000422762	E9PDR5
ENSP00000426405	E7EPI0
ENSP00000356363	Q5VUE5
ENSP00000355893	Q6XR72
ENSP00000294740	Q9Y2X9
ENSP00000356322	Q9Y2X9
ENSP00000356321	Q9Y2X9
ENSP00000477245	V9GYZ6
ENSP00000355890	P07814
ENSP00000355889	Q9NSE4
ENSP00000483069	Q15058
ENSP00000356319	Q15058
ENSP00000386017	B4DIB3
ENSP00000355885	Q9P0L2
ENSP00000355884	Q9P0L2
ENSP00000483424	A0A087X0I6
ENSP00000236925	Q08AD1
ENSP00000351684	Q08AD1
ENSP00000416800	Q08AD1
ENSP00000352266	Q969Z3
ENSP00000355880	Q969Z3
ENSP00000416442	X1WI34
ENSP00000375755	Q5JRA7
ENSP00000351832	Q9H2M9
ENSP00000355856	Q15573
ENSP00000339976	Q15573
ENSP00000327072	Q15573
ENSP00000346862	A6NF51
ENSP00000444398	O95861
ENSP00000410348	O95861
ENSP00000318852	O95861
ENSP00000446828	O95861
ENSP00000294889	Q9H7X2
ENSP00000355866	Q9Y6W6
ENSP00000446953	F8W1J0
ENSP00000446850	F8VZG4
ENSP00000449883	F8VVW8
ENSP00000340900	Q5JRA6
ENSP00000355870	Q14774
ENSP00000408248	F8VWZ5
ENSP00000448740	F8VRY7
ENSP00000342118	Q6UWX4
ENSP00000392105	Q3KP66
ENSP00000397255	C9JAT8
ENSP00000356311	A0A8V8N8P9
ENSP00000355877	Q5VT66
ENSP00000409634	X6RIL1
ENSP00000343948	P19484
ENSP00000343948	B0QYS7
ENSP00000230323	P19484
ENSP00000351742	B0QYS6
ENSP00000384203	P19484
ENSP00000412551	P19484
ENSP00000362124	P19484
ENSP00000383998	P19484
ENSP00000383998	B1AKB5
ENSP00000345866	Q5JRA6
ENSP00000339161	Q96BJ3
ENSP00000347964	Q96BJ3
ENSP00000343742	Q5VW32
ENSP00000478496	Q5VW32
ENSP00000441080	Q5VW32
ENSP00000440041	F5GXQ0
ENSP00000398862	Q5VW33
ENSP00000391615	A6PVY2
ENSP00000354070	A6PVY3
ENSP00000400233	A6PVY1
ENSP00000414451	A6PVY3
ENSP00000344219	Q5VX71
ENSP00000355843	Q5VX71
ENSP00000477374	B7Z369
ENSP00000476954	V9GYN8
ENSP00000410768	Q9P2D6
ENSP00000423785	D6RCC7
ENSP00000422406	D6RC17
ENSP00000421505	D6RFG9
ENSP00000425101	D6REA8
ENSP00000409201	Q9P2D6
ENSP00000354913	Q9P2D6
ENSP00000359510	Q9P2D6
ENSP00000423307	Q9P2D6
ENSP00000411831	O75037
ENSP00000330460	Q5T1V6
ENSP00000328494	O75037
ENSP00000409954	B7ZBU3
ENSP00000433808	O75037
ENSP00000394367	Q5T1V6
ENSP00000353724	O75037
ENSP00000394304	Q5T1W1
ENSP00000284476	Q96F81
ENSP00000496355	O60602
ENSP00000496355	A0A2R8Y7Z4
ENSP00000493892	O60602
ENSP00000493892	A0A2R8Y4Q2
ENSP00000358775	P21953
ENSP00000348880	P21953
ENSP00000318351	P21953
ENSP00000339926	Q5VX71
ENSP00000398152	B7ZBU4
ENSP00000385458	O60602
ENSP00000385458	B1AZ06
ENSP00000391312	Q5T1V5
ENSP00000355840	Q8N715
ENSP00000409233	A3QK36
ENSP00000355837	A6NHC0
ENSP00000405094	P20142
ENSP00000362116	P20142
ENSP00000301917	O00155
ENSP00000399429	A2A3L9
ENSP00000349094	Q4VXA6
ENSP00000431682	E9PK29
ENSP00000259748	O43559
ENSP00000362109	O43559
ENSP00000355192	Q13698
ENSP00000356307	B1ALM3
ENSP00000377797	Q70CQ1
ENSP00000362101	Q5T3E1
ENSP00000362097	Q70CQ1
ENSP00000230340	Q13895
ENSP00000377824	B1AKB4
ENSP00000410391	P19484
ENSP00000410391	A0A1B0GXL9
ENSP00000406491	P19484
ENSP00000406491	B1AKB2
ENSP00000400276	P19484
ENSP00000400276	B1AKB1
ENSP00000355838	B1B154
ENSP00000417213	O15381
ENSP00000417826	O15381
ENSP00000341362	O15381
ENSP00000419420	O15381
ENSP00000375747	O15381
ENSP00000281701	O15381
ENSP00000377803	Q2TBC4
ENSP00000404911	Q2TBC4
ENSP00000352128	Q2TBC4
ENSP00000377802	Q2TBC4
ENSP00000425986	D6RI00
ENSP00000362082	P30281
ENSP00000484424	P30281
ENSP00000426212	P30281
ENSP00000362078	Q5T8J1
ENSP00000401595	P30281
ENSP00000362079	P30281
ENSP00000397545	P30281
ENSP00000413226	B1AKB8
ENSP00000393881	B1AKB7
ENSP00000362142	Q99750
ENSP00000406600	B1AKC1
ENSP00000230321	Q99750
ENSP00000362141	B1AKB6
ENSP00000411829	B1AKC0
ENSP00000403587	B1AKB9
ENSP00000413158	P17655
ENSP00000399949	C9JWY7
ENSP00000295006	P17655
ENSP00000386816	Q9H944
ENSP00000377795	A6PVP4
ENSP00000386668	B7ZBQ3
ENSP00000265350	Q9H944
ENSP00000396715	A0A0A0MSM8
ENSP00000413214	A6PVU0
ENSP00000403061	B7ZBQ1
ENSP00000421511	H0Y8M4
ENSP00000355813	Q0VDD8
ENSP00000392061	Q0VDD8
ENSP00000409472	Q0VDD8
ENSP00000414402	Q0VDD8
ENSP00000355815	Q0VDD8
ENSP00000383737	Q0VDD8
ENSP00000355814	M9MMK7
ENSP00000375750	Q13625
ENSP00000341957	Q13625
ENSP00000355827	Q9NVF7
ENSP00000416888	Q9NVF7
ENSP00000400545	E7EMA0
ENSP00000316476	O15121
ENSP00000419828	E7EWK7
ENSP00000418085	E9PGD8
ENSP00000418380	C9J6P7
ENSP00000394884	C9JP83
ENSP00000359481	Q8IYB5
ENSP00000313382	Q8IYB5
ENSP00000359484	Q8IYB5
ENSP00000484538	A0A087X1X9
ENSP00000415426	Q5T6I8
ENSP00000420443	Q9P003
ENSP00000355823	A6NJ96
ENSP00000355822	Q9P003
ENSP00000355821	A6NLH6
ENSP00000411603	A6PVU3
ENSP00000408108	A0A499FIZ0
ENSP00000403597	C9JCS7
ENSP00000429568	H0YBI3
ENSP00000272133	Q8TBE1
ENSP00000358754	Q5TA12
ENSP00000358765	Q13641
ENSP00000237163	Q5TA12
ENSP00000440049	Q13641
ENSP00000195654	Q5JWR5
ENSP00000441219	Q13641
ENSP00000295591	Q86VF2
ENSP00000334714	Q86VF2
ENSP00000356289	P45379
ENSP00000422031	P45379
ENSP00000414036	E7EPW4
ENSP00000356287	P45379
ENSP00000356291	A0A499FJM7
ENSP00000356301	B1ALM5
ENSP00000476893	Q9P0T7
ENSP00000405329	B1ALM8
ENSP00000390184	B1ALM7
ENSP00000398557	B1ALM4
ENSP00000356303	Q9P0T7
ENSP00000356302	Q9P0T7
ENSP00000356299	Q9P0T7
ENSP00000356293	Q13835
ENSP00000263946	Q13835
ENSP00000295597	Q13835
ENSP00000402238	P45379
ENSP00000402238	E7EPN8
ENSP00000472681	M0R2M9
ENSP00000423242	A0A1D5RMS0
ENSP00000425830	D6RIX2
ENSP00000425334	D6RDL3
ENSP00000396168	P19484
ENSP00000396168	Q709A9
ENSP00000393874	P19484
ENSP00000393874	B1AKA9
ENSP00000417867	Q7Z7C8
ENSP00000411900	Q7Z7C8
ENSP00000362073	Q7Z7C8
ENSP00000362068	Q7Z7C8
ENSP00000418029	B4DZU5
ENSP00000362069	A0A0A0MRR3
ENSP00000420991	D6RDF8
ENSP00000487457	Q4G0X5
ENSP00000358762	Q7Z6J8
ENSP00000341368	Q5T0Z8
ENSP00000362049	P43080
ENSP00000388059	C9JXK0
ENSP00000272163	Q14739
ENSP00000339883	Q14739
ENSP00000348941	Q5T0Z8
ENSP00000416554	C9JES9
ENSP00000485219	A0A096LNT9
ENSP00000362054	X6R8D5
ENSP00000230361	Q9UMX6
ENSP00000355759	P09874
ENSP00000053468	P82664
ENSP00000355753	F8WD64
ENSP00000439689	Q05GC8
ENSP00000355752	Q69YW2
ENSP00000362013	Q96PN7
ENSP00000362008	A0A8Q3WKV2
ENSP00000339438	Q96PN7
ENSP00000346285	Q96PN7
ENSP00000272117	P27987
ENSP00000411152	P27987
ENSP00000381859	Q96B49
ENSP00000381856	Q96B49
ENSP00000355809	Q8N8S7
ENSP00000489607	A0A0U1RRM6
ENSP00000355808	Q8N8S7
ENSP00000355748	P27987
ENSP00000427806	E5RG63
ENSP00000355747	P49810
ENSP00000403737	P49810
ENSP00000355746	P49810
ENSP00000355746	B1AP22
ENSP00000486498	P49810
ENSP00000486498	B1AP22
ENSP00000355777	Q9H3P7
ENSP00000414068	J3KR12
ENSP00000272134	O75610
ENSP00000427912	E5RFW4
ENSP00000272167	P07099
ENSP00000480004	P07099
ENSP00000355802	P07099
ENSP00000355800	O94886
ENSP00000342502	Q96C36
ENSP00000418489	C9J5J4
ENSP00000482614	A0A087WZF0
ENSP00000418121	H7C4T7
ENSP00000329102	Q5TKA1
ENSP00000355773	H0Y322
ENSP00000442439	Q9H2W2
ENSP00000355775	Q9H2W2
ENSP00000478165	A0A087WTV6
ENSP00000480779	A0A087WX69
ENSP00000355785	O00292
ENSP00000388009	O00292
ENSP00000355779	B4DEB1
ENSP00000355778	P84243
ENSP00000355781	P84243
ENSP00000355780	P84243
ENSP00000409002	X6RI56
ENSP00000272091	Q6IQ49
ENSP00000352515	B1B047
ENSP00000284563	A0A075B6E5
ENSP00000429036	P49810
ENSP00000429036	E5RJM5
ENSP00000429682	E5RHT1
ENSP00000355804	P49458
ENSP00000485002	P49458
ENSP00000485985	E9PE20
ENSP00000355803	E9PE20
ENSP00000305230	P49458
ENSP00000408469	B1AQP8
ENSP00000445237	Q2HIZ8
ENSP00000355740	Q8NI60
ENSP00000355739	Q8NI60
ENSP00000430932	Q86UR5
ENSP00000428417	Q86UR5
ENSP00000430502	Q86UR5
ENSP00000264839	Q86UR5
ENSP00000430101	Q86UR5
ENSP00000429959	Q86UR5
ENSP00000430408	Q86UR5
ENSP00000335341	Q5VT25
ENSP00000355731	Q5VT25
ENSP00000355726	A0A0A0MRJ0
ENSP00000355729	Q5VT25
ENSP00000395163	P45379
ENSP00000408731	P45379
ENSP00000394651	B1APK8
ENSP00000344828	Q5SXM1
ENSP00000477097	V9GYU6
ENSP00000440403	Q5SXM1
ENSP00000355728	Q5VT25
ENSP00000355728	A0A0A0MRJ1
ENSP00000375829	O00515
ENSP00000356282	E9PDI4
ENSP00000477669	Q9H9V9
ENSP00000387830	Q9H9V9
ENSP00000230053	Q9NPZ5
ENSP00000481320	A0A087WXU9
ENSP00000488829	A0A0J9YYF6
ENSP00000487828	A0A0J9YW63
ENSP00000487726	A0A0J9YVY2
ENSP00000354488	P19237
ENSP00000337022	P19237
ENSP00000451307	G3V3L5
ENSP00000356281	P19237
ENSP00000451660	G3V489
ENSP00000451776	G3V4F8
ENSP00000361994	Q8IWV8
ENSP00000361990	Q8IWV8
ENSP00000361992	Q8IWV8
ENSP00000314157	A0A7P0T8U4
ENSP00000483253	A0A087X0B7
ENSP00000485027	A0A087X2J6
ENSP00000355722	Q5SQN1
ENSP00000355721	A0A087X0B7
ENSP00000359464	Q5TC84
ENSP00000496790	A0A3B3IRI0
ENSP00000436792	P21291
ENSP00000436491	E9PP21
ENSP00000437218	E9PND2
ENSP00000356275	P21291
ENSP00000345079	P21291
ENSP00000432110	E9PS42
ENSP00000434147	P21291
ENSP00000356280	Q9Y5J5
ENSP00000356278	Q9Y5J5
ENSP00000483864	A0A087X134
ENSP00000230381	P23942
ENSP00000361967	Q15814
ENSP00000313933	Q6AI39
ENSP00000377723	Q6AI39
ENSP00000418221	Q6DKI1
ENSP00000346063	Q6DKI1
ENSP00000386146	Q5I0X4
ENSP00000356265	Q8NEY1
ENSP00000356264	Q8NEY1
ENSP00000356271	A0A0A0MRJ3
ENSP00000355719	A1L453
ENSP00000272164	O14904
ENSP00000477815	A0A087WTE9
ENSP00000304447	Q6ISU1
ENSP00000409550	Q6ISU1
ENSP00000392288	Q6ISU1
ENSP00000284523	P56704
ENSP00000417963	Q14738
ENSP00000377669	Q14738
ENSP00000420550	E9PFR3
ENSP00000420674	Q14738
ENSP00000361926	Q9BT09
ENSP00000385649	Q86UR5
ENSP00000428328	Q86UR5
ENSP00000428367	Q86UR5
ENSP00000272102	P84077
ENSP00000411235	Q86UR5
ENSP00000389503	E5RGM0
ENSP00000361894	Q14749
ENSP00000244546	Q13608
ENSP00000303511	Q13608
ENSP00000496447	A0A2R8Y7W8
ENSP00000493896	A0A2R8Y7W8
ENSP00000244711	Q16626
ENSP00000495612	A0A2R8Y6W5
ENSP00000493661	A0A2R8Y7W8
ENSP00000494198	A0A2R8Y7W8
ENSP00000265348	Q14999
ENSP00000355703	Q7Z7F7
ENSP00000355705	Q7Z7F7
ENSP00000338189	Q7Z7F7
ENSP00000355708	Q7Z7F7
ENSP00000355707	Q7Z7F7
ENSP00000355692	X6R631
ENSP00000295008	Q7Z7F7
ENSP00000337342	Q7Z7F7
ENSP00000337361	Q7Z7F7
ENSP00000375740	Q7Z7F7
ENSP00000403614	Q7Z7F7
ENSP00000482290	X6R631
ENSP00000355693	X6R631
ENSP00000355694	Q7Z7F7
ENSP00000355695	Q7Z7F7
ENSP00000355696	Q7Z7F7
ENSP00000355697	Q7Z7F7
ENSP00000355699	Q7Z7F7
ENSP00000355702	Q7Z7F7
ENSP00000355701	Q7Z7F7
ENSP00000355700	Q7Z7F7
ENSP00000313995	Q9BQ90
ENSP00000244670	F8W6A4
ENSP00000354742	Q96P70
ENSP00000244496	Q96EU6
ENSP00000272139	Q9BU76
ENSP00000410358	Q9NSK0
ENSP00000259708	Q9NSK0
ENSP00000418031	Q9NSK0
ENSP00000377620	Q9NSK0
ENSP00000340221	Q9NSK0
