From	To
P35442	ENSP00000503020.1
P49746	ENSP00000357362.3
P49746	ENSP00000392207.2
P35443	ENSP00000339730.2
P49747	ENSP00000222271.2
P49747	ENSP00000403792.1
O43299	ENSP00000496830.1
O43299	ENSP00000497815.1
Q2VPB7	ENSP00000454303.1
Q9H0R1	ENSP00000261558.3
Q9NUS5	ENSP00000368886.2
Q9NUS5	ENSP00000481750.1
P00751	ENSP00000382862.1
P00751	ENSP00000414889.1
P00751	ENSP00000391902.2
P00751	ENSP00000411474.2
P00751	ENSP00000401719.1
P00751	ENSP00000416561.2
P00751	ENSP00000413351.1
P00751	ENSP00000411515.2
P00751	ENSP00000388352.2
P00751	ENSP00000389604.2
P00751	ENSP00000414341.1
P27918	ENSP00000247153.3
P27918	ENSP00000380189.3
Q9BUV8	ENSP00000341213.3
Q9BUV8	ENSP00000340164.3
Q9BUV8	ENSP00000362958.5
Q9BUV8	ENSP00000432510.1
Q9BUV8	ENSP00000435871.1
Q9UM00	ENSP00000356856.6
Q9UM00	ENSP00000480514.1
P04843	ENSP00000296255.3
P04844	ENSP00000237530.6
P04844	ENSP00000362724.5
P04844	ENSP00000517677.1
P04844	ENSP00000517679.1
P0C6T2	ENSP00000455716.1
P0C6T2	ENSP00000454411.1
P0C6T2	ENSP00000457935.1
P46977	ENSP00000376472.3
P46977	ENSP00000436962.1
P46977	ENSP00000432820.1
P46977	ENSP00000497336.1
P61165	ENSP00000257262.8
P61165	ENSP00000443216.1
P61803	ENSP00000250498.4
Q9NRP0	ENSP00000354676.4
Q9NRP0	ENSP00000426167.2
P39656	ENSP00000399457.3
Q14165	ENSP00000228506.3
Q8TCJ2	ENSP00000295770.2
Q9H0U3	ENSP00000354649.6
Q9H0U3	ENSP00000362433.3
Q9H0U3	ENSP00000480732.1
Q96IY1	ENSP00000355944.3
Q96IY1	ENSP00000486783.1
Q9H410	ENSP00000362839.4
Q9H410	ENSP00000362855.4
Q9H410	ENSP00000389810.1
Q9H410	ENSP00000404463.1
Q03188	ENSP00000273853.6
Q03188	ENSP00000426078.1
Q13352	ENSP00000271002.10
Q13352	ENSP00000360133.3
Q13352	ENSP00000432904.1
Q5EE01	ENSP00000357308.1
Q5EE01	ENSP00000357311.4
Q71F23	ENSP00000281453.5
Q7L2Z9	ENSP00000337289.2
Q8N0S6	ENSP00000323543.7
Q8N0S6	ENSP00000348527.2
Q8N0S6	ENSP00000356683.3
Q8N0S6	ENSP00000507473.1
Q92674	ENSP00000362017.1
Q92674	ENSP00000362018.1
Q92674	ENSP00000507927.1
Q92674	ENSP00000507595.1
Q96BT3	ENSP00000400140.2
Q96BT3	ENSP00000457810.1
Q96H22	ENSP00000299572.5
Q96H22	ENSP00000305608.5
Q96H22	ENSP00000377007.3
Q96H22	ENSP00000393991.2
Q96H22	ENSP00000395235.3
Q96H22	ENSP00000517649.1
Q96H22	ENSP00000517650.1
Q96H22	ENSP00000517651.1
Q96H22	ENSP00000517652.1
Q96H22	ENSP00000517653.1
Q9NSP4	ENSP00000215980.5
Q9NSP4	ENSP00000384743.3
Q9NSP4	ENSP00000430624.1
P05783	ENSP00000373487.3
P05783	ENSP00000373489.2
P05787	ENSP00000293308.6
P05787	ENSP00000447402.1
P05787	ENSP00000449404.1
P05787	ENSP00000447566.1
P05787	ENSP00000509398.1
P04264	ENSP00000252244.3
P13645	ENSP00000269576.5
O43790	ENSP00000293525.5
O43790	ENSP00000444533.1
O76013	ENSP00000329165.6
O76013	ENSP00000377555.2
Q6KB66	ENSP00000369361.2
Q6KB66	ENSP00000378292.2
Q9NSB4	ENSP00000257974.3
Q3SY84	ENSP00000267119.5
Q7Z3Z0	ENSP00000310573.4
P06681	ENSP00000299367.5
P06681	ENSP00000364660.4
P06681	ENSP00000372853.4
P06681	ENSP00000402278.2
P06681	ENSP00000407961.2
P06681	ENSP00000405800.2
P06681	ENSP00000395683.2
P06681	ENSP00000392835.2
P06681	ENSP00000392322.2
P06681	ENSP00000446728.1
P06681	ENSP00000449286.1
P06681	ENSP00000447632.1
P06681	ENSP00000446639.1
P06681	ENSP00000450387.1
P06681	ENSP00000449715.1
P06681	ENSP00000482616.1
P06681	ENSP00000481651.1
P06681	ENSP00000483231.1
P06681	ENSP00000480739.1
P0C0L4	ENSP00000372815.4
P0C0L4	ENSP00000388662.2
P0C0L4	ENSP00000396688.2
P0C0L4	ENSP00000420212.1
P18084	ENSP00000296181.4
P26006	ENSP00000007722.7
P26006	ENSP00000315190.8
P56199	ENSP00000282588.5
Q5J8M3	ENSP00000249209.4
Q5J8M3	ENSP00000267750.4
Q5UCC4	ENSP00000334037.6
Q5UCC4	ENSP00000366117.2
Q8N766	ENSP00000364345.3
Q8N766	ENSP00000364354.3
Q8N766	ENSP00000420608.1
Q9NPA0	ENSP00000256545.4
Q9P0I2	ENSP00000245046.2
Q9P0I2	ENSP00000474771.2
P17301	ENSP00000296585.5
P23229	ENSP00000386896.1
P23229	ENSP00000386614.1
P23229	ENSP00000406694.1
P23229	ENSP00000394169.1
P23229	ENSP00000508249.1
Q13683	ENSP00000257879.7
Q13683	ENSP00000393844.2
Q13683	ENSP00000452120.1
Q13683	ENSP00000452387.1
P53708	ENSP00000367316.3
Q13797	ENSP00000264741.5
Q13797	ENSP00000516955.1
O75578	ENSP00000358310.3
O75578	ENSP00000439894.1
Q9UKX5	ENSP00000327290.7
Q9UKX5	ENSP00000403392.2
P18564	ENSP00000283249.2
P18564	ENSP00000386367.1
P18564	ENSP00000386828.2
P16144	ENSP00000200181.3
P16144	ENSP00000400217.2
P16144	ENSP00000405536.3
P16144	ENSP00000463651.1
P38570	ENSP00000263087.4
P20701	ENSP00000349252.5
P20701	ENSP00000350886.5
P11215	ENSP00000441691.3
P11215	ENSP00000496959.1
Q13349	ENSP00000373854.2
P28072	ENSP00000270586.3
P55036	ENSP00000357879.4
P01563	ENSP00000369554.2
P17181	ENSP00000270139.3
P17181	ENSP00000498654.1
P17181	ENSP00000514785.1
P17181	ENSP00000515348.1
P17181	ENSP00000515372.1
P23458	ENSP00000343204.4
P23458	ENSP00000500485.1
P23458	ENSP00000500841.1
P23458	ENSP00000500296.1
P23458	ENSP00000499884.1
P23458	ENSP00000499900.1
P23458	ENSP00000500745.2
P23458	ENSP00000514243.1
P23458	ENSP00000514291.1
P48551	ENSP00000343289.3
P48551	ENSP00000343957.5
P48551	ENSP00000371699.3
P48551	ENSP00000384309.2
P48551	ENSP00000508013.1
P01562	ENSP00000276927.1
P01562	ENSP00000394494.2
P01567	ENSP00000239347.3
P05014	ENSP00000412897.1
P01569	ENSP00000484479.1
P05013	ENSP00000369558.1
P32881	ENSP00000369553.1
P01566	ENSP00000369566.1
P01570	ENSP00000369571.2
P05015	ENSP00000369564.1
P01571	ENSP00000411940.2
P01568	ENSP00000369574.1
P01574	ENSP00000369581.2
Q86WN2	ENSP00000418018.2
Q9P0W0	ENSP00000276943.2
P05000	ENSP00000369578.2
Q08334	ENSP00000290200.2
Q8IU54	ENSP00000329991.1
Q8IU54	ENSP00000517467.1
Q8IU57	ENSP00000327824.1
Q8IU57	ENSP00000328994.2
Q8IU57	ENSP00000363539.3
Q8IU57	ENSP00000363542.3
Q8IZJ0	ENSP00000333639.5
Q8IZJ0	ENSP00000517479.1
Q8IZI9	ENSP00000409000.2
Q8IZI9	ENSP00000517481.1
K9M1U5	ENSP00000518200.1
K9M1U5	ENSP00000518201.1
K9M1U5	ENSP00000518202.1
P01579	ENSP00000229135.3
P15260	ENSP00000356713.5
P38484	ENSP00000290219.5
P38484	ENSP00000458487.2
P42224	ENSP00000354394.4
P42224	ENSP00000376136.3
P42224	ENSP00000376137.3
P42224	ENSP00000386244.1
P42224	ENSP00000388240.2
P42224	ENSP00000438703.2
P42224	ENSP00000501225.1
P42224	ENSP00000501164.1
P42224	ENSP00000513582.1
P52630	ENSP00000315768.4
P52630	ENSP00000450751.1
P52630	ENSP00000513599.1
Q00978	ENSP00000380073.3
Q00978	ENSP00000494792.1
Q00978	ENSP00000514112.1
O43264	ENSP00000200135.3
O43264	ENSP00000440879.1
P50748	ENSP00000328236.6
Q9H900	ENSP00000311429.5
Q9H900	ENSP00000402217.2
Q9H900	ENSP00000437749.2
Q9H900	ENSP00000454737.1
Q9H900	ENSP00000477955.1
Q86WV6	ENSP00000331288.4
Q86WV6	ENSP00000499166.1
Q86WV6	ENSP00000498596.1
Q86WV6	ENSP00000500685.1
Q86WV6	ENSP00000500793.1
Q86WV6	ENSP00000500823.1
P17987	ENSP00000317334.7
P40227	ENSP00000275603.4
P40227	ENSP00000352019.2
P48643	ENSP00000280326.4
P48643	ENSP00000423052.1
P49368	ENSP00000295688.3
P49368	ENSP00000357242.2
P50990	ENSP00000286788.4
P50990	ENSP00000442730.1
P50990	ENSP00000486921.1
P50990	ENSP00000517017.1
P50990	ENSP00000517018.1
P50990	ENSP00000517020.1
P50991	ENSP00000377958.3
P50991	ENSP00000443061.1
P78371	ENSP00000299300.6
P78371	ENSP00000445471.2
Q99832	ENSP00000258091.5
Q99832	ENSP00000381456.2
Q99832	ENSP00000437824.1
Q99832	ENSP00000442058.1
Q8TEQ6	ENSP00000285873.6
Q9NWZ8	ENSP00000369895.4
Q9NWZ8	ENSP00000381398.3
Q9NWZ8	ENSP00000505279.1
Q9NWZ8	ENSP00000505429.1
P40763	ENSP00000264657.4
P40763	ENSP00000384943.3
P40763	ENSP00000467000.1
P40763	ENSP00000467985.1
P40763	ENSP00000503662.1
P40763	ENSP00000503574.1
P40763	ENSP00000503102.1
P40763	ENSP00000503634.1
P40763	ENSP00000504184.1
P40763	ENSP00000503181.1
P40763	ENSP00000503237.1
P40763	ENSP00000520412.1
Q14765	ENSP00000351255.4
Q14765	ENSP00000376134.2
Q14765	ENSP00000414322.2
Q14765	ENSP00000412397.2
P42229	ENSP00000341208.4
P42229	ENSP00000443107.1
P42229	ENSP00000468749.1
P42229	ENSP00000504449.1
P42229	ENSP00000503262.1
P51692	ENSP00000293328.3
P51692	ENSP00000398379.2
P51692	ENSP00000513923.1
P51692	ENSP00000513924.1
P42226	ENSP00000300134.3
P42226	ENSP00000401486.3
P42226	ENSP00000444530.2
P42226	ENSP00000445409.2
P42226	ENSP00000438451.2
P42226	ENSP00000450732.2
P42226	ENSP00000452203.2
P42226	ENSP00000451074.2
P42226	ENSP00000452394.2
P42226	ENSP00000451742.1
P42226	ENSP00000450747.2
P42226	ENSP00000519638.1
P42226	ENSP00000519640.1
P81605	ENSP00000293371.6
P81605	ENSP00000406773.2
P81605	ENSP00000450415.1
P30260	ENSP00000066544.3
P30260	ENSP00000434614.1
P60006	ENSP00000227618.4
P60006	ENSP00000446412.1
P60006	ENSP00000443383.1
P60006	ENSP00000440002.1
P60006	ENSP00000440983.1
P60006	ENSP00000443911.1
P60006	ENSP00000439403.1
P60006	ENSP00000443645.1
P60006	ENSP00000446383.1
Q13042	ENSP00000252457.5
Q13042	ENSP00000348554.3
Q13042	ENSP00000353549.3
Q13042	ENSP00000364457.1
Q13042	ENSP00000364459.1
Q8NHZ8	ENSP00000363322.3
Q96DE5	ENSP00000299381.3
Q96DE5	ENSP00000477760.1
Q9BS18	ENSP00000346987.5
Q9BS18	ENSP00000421842.1
Q9BS18	ENSP00000421760.1
Q9BS18	ENSP00000427327.1
Q9H1A4	ENSP00000339109.3
Q9NYG5	ENSP00000339695.5
Q9NYG5	ENSP00000349957.3
Q9NYG5	ENSP00000376181.3
Q9NYG5	ENSP00000461648.2
Q9NYG5	ENSP00000458143.1
Q9NYG5	ENSP00000459200.2
Q9NYG5	ENSP00000460678.1
Q9NYG5	ENSP00000458265.2
Q9NYG5	ENSP00000460064.2
Q9NYG5	ENSP00000458515.2
Q9NYG5	ENSP00000463567.1
Q9NYG5	ENSP00000464615.1
Q9NYG5	ENSP00000463640.1
Q9NYG5	ENSP00000463598.1
Q9UJX2	ENSP00000378348.3
Q9UJX2	ENSP00000378350.2
Q9UJX3	ENSP00000402314.3
Q9UJX3	ENSP00000394394.4
Q9UJX4	ENSP00000261819.3
Q9UJX4	ENSP00000415061.2
Q9UJX5	ENSP00000318775.3
Q9UJX5	ENSP00000426654.1
Q9UJX6	ENSP00000314004.2
Q9UM13	ENSP00000310071.5
Q9UM13	ENSP00000403891.2
Q9UM13	ENSP00000423995.1
Q9UM13	ENSP00000478501.1
Q9UM11	ENSP00000321800.7
Q9UM11	ENSP00000378529.2
Q9UM11	ENSP00000410369.1
Q9UM11	ENSP00000498659.1
P28358	ENSP00000249501.4
O94826	ENSP00000284320.5
O96008	ENSP00000252487.4
O96008	ENSP00000385184.2
O96008	ENSP00000410339.1
O96008	ENSP00000466084.1
Q15388	ENSP00000355566.4
Q8N4H5	ENSP00000313584.6
Q8N4H5	ENSP00000367004.5
Q8N4H5	ENSP00000438204.1
Q96B49	ENSP00000381856.3
Q96B49	ENSP00000381859.3
Q9NS69	ENSP00000216034.4
Q9P0U1	ENSP00000351214.4
Q6PF06	ENSP00000297994.3
Q6PF06	ENSP00000366982.2
Q6PF06	ENSP00000366983.2
Q6PF06	ENSP00000437395.1
Q6PF06	ENSP00000444997.1
O43615	ENSP00000270538.2
P60602	ENSP00000338293.4
P60602	ENSP00000363185.1
P60602	ENSP00000363190.3
P60602	ENSP00000363191.1
P60602	ENSP00000380561.1
Q8TAA5	ENSP00000329558.3
Q8TAA5	ENSP00000397302.2
Q96DA6	ENSP00000372005.2
Q96DA6	ENSP00000419191.1
Q96DA6	ENSP00000420767.1
Q9Y3D7	ENSP00000315693.3
Q9Y3D7	ENSP00000461047.1
Q9Y3D7	ENSP00000484240.1
Q9Y3D7	ENSP00000487678.1
Q9Y5T4	ENSP00000368523.2
O75431	ENSP00000249442.6
Q13505	ENSP00000317106.4
Q13505	ENSP00000357360.3
Q13505	ENSP00000476632.1
Q9Y512	ENSP00000345445.4
Q16891	ENSP00000387262.3
Q16891	ENSP00000407788.2
Q16891	ENSP00000396899.2
Q5TGZ0	ENSP00000325562.6
Q5XKP0	ENSP00000309561.3
Q6UXV4	ENSP00000362268.2
Q9BRQ6	ENSP00000290913.3
Q9BUR5	ENSP00000368528.4
Q9NX63	ENSP00000262570.5
Q9H6T3	ENSP00000005386.3
Q9H6T3	ENSP00000370024.4
Q9H6T3	ENSP00000401823.3
Q9NWS0	ENSP00000262265.4
Q9NWS0	ENSP00000470445.1
O94763	ENSP00000353817.4
O94763	ENSP00000376097.2
Q9NUG6	ENSP00000202017.4
Q9UBK9	ENSP00000327797.3
Q9UBK9	ENSP00000337393.2
L0R819	ENSP00000475224.1
P19388	ENSP00000464739.1
P19388	ENSP00000485021.1
P19388	ENSP00000478303.1
Q96MX6	ENSP00000295121.6
Q96MX6	ENSP00000386746.1
Q07617	ENSP00000251809.3
Q07617	ENSP00000373450.3
Q07617	ENSP00000428070.1
Q07617	ENSP00000427716.1
Q8WWB5	ENSP00000280350.4
Q8WWB5	ENSP00000388209.1
Q8WWB5	ENSP00000434275.1
Q8WWB5	ENSP00000431147.1
Q8WWB5	ENSP00000431841.1
Q8WWB5	ENSP00000503801.1
O75947	ENSP00000301587.4
O75947	ENSP00000344230.4
O75964	ENSP00000300688.3
P00846	ENSP00000354632.2
P03928	ENSP00000355265.1
P05496	ENSP00000348205.5
P05496	ENSP00000377033.2
P18859	ENSP00000284971.3
P18859	ENSP00000382959.3
P18859	ENSP00000382962.3
P18859	ENSP00000382965.3
P18859	ENSP00000382966.1
P18859	ENSP00000389649.2
P24539	ENSP00000358737.3
P48047	ENSP00000290299.2
P48201	ENSP00000284727.4
P48201	ENSP00000376324.3
P48201	ENSP00000387317.1
P56134	ENSP00000292475.4
P56134	ENSP00000352890.4
P56134	ENSP00000377740.3
P56134	ENSP00000412149.1
P56134	ENSP00000418197.1
P56378	ENSP00000286953.4
P56378	ENSP00000401770.2
P56378	ENSP00000452133.1
P56378	ENSP00000450894.1
P56385	ENSP00000306003.4
Q06055	ENSP00000340315.6
Q06055	ENSP00000377878.5
Q06055	ENSP00000447317.1
Q06055	ENSP00000448801.2
Q06055	ENSP00000499883.1
Q7Z4Y8	ENSP00000421076.1
Q96IX5	ENSP00000311245.3
Q96IX5	ENSP00000337705.4
Q96IX5	ENSP00000358826.1
Q96IX5	ENSP00000358830.1
Q96IX5	ENSP00000358840.1
Q9NVR5	ENSP00000298292.8
Q9NVR5	ENSP00000384862.3
P0C0L5	ENSP00000364321.5
P0C0L5	ENSP00000407942.2
P0C0L5	ENSP00000415941.2
P0C0L5	ENSP00000412786.2
P0C0L5	ENSP00000414200.2
P02748	ENSP00000263408.4
P07357	ENSP00000354458.3
P07358	ENSP00000360281.4
P07358	ENSP00000512454.1
P07360	ENSP00000360697.3
P10643	ENSP00000322061.9
P10643	ENSP00000512566.1
P05156	ENSP00000378130.2
Q8N3R9	ENSP00000261681.4
Q8N3R9	ENSP00000451488.1
Q8N3R9	ENSP00000503713.1
Q8N3R9	ENSP00000503322.1
Q8N3R9	ENSP00000503517.1
Q8N3R9	ENSP00000503321.1
Q8NI35	ENSP00000360200.2
Q8NI35	ENSP00000433669.1
Q9BUF7	ENSP00000310123.6
Q9BUF7	ENSP00000349204.2
Q9BUF7	ENSP00000469707.1
Q9BUF7	ENSP00000472010.1
P82279	ENSP00000356369.2
P82279	ENSP00000356370.3
P82279	ENSP00000433932.1
P82279	ENSP00000438091.1
P82279	ENSP00000491102.1
Q12959	ENSP00000345731.2
Q12959	ENSP00000350303.6
Q12959	ENSP00000376187.2
Q12959	ENSP00000407531.1
Q12959	ENSP00000413238.1
Q12959	ENSP00000396658.1
Q12959	ENSP00000391732.2
Q12959	ENSP00000411278.1
Q12959	ENSP00000398939.1
Q12959	ENSP00000499657.1
Q12959	ENSP00000499602.1
Q12959	ENSP00000499514.1
Q12959	ENSP00000499384.1
Q12959	ENSP00000499793.1
Q12959	ENSP00000499414.1
Q12959	ENSP00000499413.1
Q12959	ENSP00000499542.1
Q12959	ENSP00000499437.1
Q12959	ENSP00000499580.1
Q14160	ENSP00000322938.3
Q14160	ENSP00000349486.2
Q14160	ENSP00000366756.3
Q14160	ENSP00000479898.1
Q14160	ENSP00000484041.1
Q14160	ENSP00000482406.1
Q6P1M3	ENSP00000167462.5
Q6P1M3	ENSP00000364375.4
Q6P1M3	ENSP00000376333.4
Q6P1M3	ENSP00000464603.1
P11226	ENSP00000363079.3
P11226	ENSP00000502789.1
P11226	ENSP00000502615.1
O00602	ENSP00000360871.3
O60671	ENSP00000313467.4
O60671	ENSP00000340879.4
O60671	ENSP00000371469.2
O60921	ENSP00000258774.5
O60921	ENSP00000416588.1
O60921	ENSP00000400727.1
Q99638	ENSP00000311360.2
O43716	ENSP00000446872.1
O75879	ENSP00000263985.6
Q9H0R6	ENSP00000358042.4
Q15485	ENSP00000291744.6
Q15485	ENSP00000291741.5
O75636	ENSP00000270879.4
O75636	ENSP00000347077.2
Q5IJ48	ENSP00000353092.3
Q5IJ48	ENSP00000362734.3
Q5IJ48	ENSP00000435279.1
Q9BWP8	ENSP00000236693.7
Q9BWP8	ENSP00000339168.4
Q9BWP8	ENSP00000371494.2
Q9BWP8	ENSP00000384882.1
Q9BWP8	ENSP00000385653.1
Q9BWP8	ENSP00000385130.3
Q9BWP8	ENSP00000385827.1
Q9BWP8	ENSP00000411770.2
Q9Y6Z7	ENSP00000332723.2
P41743	ENSP00000295797.4
Q8TEW0	ENSP00000341844.5
Q8TEW0	ENSP00000340591.4
Q8TEW0	ENSP00000311986.6
Q8TEW0	ENSP00000363908.1
Q8TEW0	ENSP00000363920.3
Q8TEW0	ENSP00000363921.3
Q8TEW0	ENSP00000363926.3
Q8TEW0	ENSP00000440857.1
Q8TEW0	ENSP00000443147.1
Q9NPB6	ENSP00000219255.3
Q9NPB6	ENSP00000392388.1
Q15700	ENSP00000280241.8
Q15700	ENSP00000365272.2
Q15700	ENSP00000381355.2
Q15700	ENSP00000402275.2
Q15700	ENSP00000393049.2
Q92796	ENSP00000363475.3
Q92796	ENSP00000363480.3
Q92796	ENSP00000441393.1
P78352	ENSP00000307471.6
P78352	ENSP00000382425.2
P78352	ENSP00000497806.3
Q8TDM6	ENSP00000361467.2
Q8TDM6	ENSP00000484894.1
Q15334	ENSP00000321537.4
Q9BYG5	ENSP00000360672.2
Q9BYG5	ENSP00000379354.1
Q9BYG4	ENSP00000343144.3
Q9BYG4	ENSP00000468735.1
Q05513	ENSP00000367830.3
Q05513	ENSP00000383712.2
Q05513	ENSP00000426412.1
P83436	ENSP00000305442.5
Q14746	ENSP00000355628.3
Q14746	ENSP00000355629.4
Q8WTW3	ENSP00000299886.4
Q96JB2	ENSP00000258654.8
Q96JB2	ENSP00000481332.1
Q96MW5	ENSP00000305459.6
Q9H9E3	ENSP00000432802.1
Q9UP83	ENSP00000297135.4
Q9Y2V7	ENSP00000348983.4
Q9Y2V7	ENSP00000403733.1
Q9Y2V7	ENSP00000397441.2
A2RRP1	ENSP00000281513.5
Q6NUQ1	ENSP00000257700.2
P00740	ENSP00000218099.2
P00740	ENSP00000377650.2
Q5VIR6	ENSP00000291074.5
Q5VIR6	ENSP00000401435.2
Q5VIR6	ENSP00000459312.1
Q5VIR6	ENSP00000492070.1
Q5VIR6	ENSP00000492761.1
Q5VIR6	ENSP00000492119.1
Q5VIR6	ENSP00000505145.1
Q5VIR6	ENSP00000505997.1
Q8N1B4	ENSP00000372697.4
Q8N1B4	ENSP00000406988.2
Q8N1B4	ENSP00000390831.2
Q8N1B4	ENSP00000404016.2
Q8N1B4	ENSP00000409952.2
Q8N1B4	ENSP00000391197.2
Q96JG6	ENSP00000251739.5
Q96JG6	ENSP00000307666.5
Q96JG6	ENSP00000443104.1
Q9UID3	ENSP00000279281.3
Q9P1Q0	ENSP00000272322.4
Q9P1Q0	ENSP00000346499.3
Q9P1Q0	ENSP00000386980.3
P07204	ENSP00000366307.2
P02671	ENSP00000385981.3
P02671	ENSP00000498441.1
P02675	ENSP00000306099.4
P02679	ENSP00000336829.3
P02679	ENSP00000384860.3
O75140	ENSP00000371545.2
O75140	ENSP00000371546.4
O75140	ENSP00000383101.3
O75140	ENSP00000383107.1
O75140	ENSP00000383108.3
O75140	ENSP00000440210.1
O75140	ENSP00000495917.1
O75140	ENSP00000494406.1
O75140	ENSP00000493489.1
O75140	ENSP00000496532.1
O75140	ENSP00000498382.1
Q12980	ENSP00000478273.1
Q8WTW4	ENSP00000232501.3
Q6PJI9	ENSP00000262144.6
Q6PJI9	ENSP00000482446.1
Q96S15	ENSP00000293883.4
Q9NXC5	ENSP00000339881.4
Q9NXC5	ENSP00000384088.1
Q5T011	ENSP00000361528.4
Q5T011	ENSP00000457168.1
Q5T011	ENSP00000489255.1
Q969R8	ENSP00000228799.2
Q969R8	ENSP00000443329.1
Q969R8	ENSP00000496068.1
Q96MD2	ENSP00000381132.4
Q9Y664	ENSP00000337850.2
P02751	ENSP00000323534.6
P02751	ENSP00000338200.4
P02751	ENSP00000346839.4
P02751	ENSP00000348285.4
P02751	ENSP00000350534.4
P02751	ENSP00000352696.1
P02751	ENSP00000394423.1
P02751	ENSP00000398907.1
P02751	ENSP00000399538.2
P02751	ENSP00000415018.1
P02751	ENSP00000410422.1
P03952	ENSP00000264690.6
Q147X3	ENSP00000452521.1
Q5VZE5	ENSP00000354972.5
Q5VZE5	ENSP00000365208.1
Q9BRA0	ENSP00000332103.5
Q9BRA0	ENSP00000460172.2
Q8TF05	ENSP00000383401.3
Q8TF05	ENSP00000383402.3
Q6IN85	ENSP00000450864.1
Q6IN85	ENSP00000450883.1
Q6IN85	ENSP00000450891.1
Q5MIZ7	ENSP00000478677.1
Q5MIZ7	ENSP00000484116.1
Q5MIZ7	ENSP00000483228.1
Q6NUP7	ENSP00000305924.3
Q6NUP7	ENSP00000330831.3
Q6NUP7	ENSP00000482849.1
Q6NUP7	ENSP00000480902.1
O94927	ENSP00000439056.1
O94927	ENSP00000466661.1
Q68CZ6	ENSP00000243706.4
Q68CZ6	ENSP00000392903.2
Q68CZ6	ENSP00000427350.1
Q7Z4H7	ENSP00000369871.3
Q96CS2	ENSP00000282058.5
Q99871	ENSP00000359230.6
Q9BT25	ENSP00000253669.4
Q9BT25	ENSP00000395298.1
Q9BT25	ENSP00000470829.1
Q9H6D7	ENSP00000206474.7
Q9H6D7	ENSP00000342776.8
Q9H6D7	ENSP00000343473.2
Q9H6D7	ENSP00000452260.1
Q9H6D7	ENSP00000441026.1
Q9H6D7	ENSP00000452239.1
Q9H6D7	ENSP00000451018.1
Q9NVX0	ENSP00000260372.3
Q9NVX0	ENSP00000456578.1
Q8IUX1	ENSP00000351737.7
Q8IUX1	ENSP00000377039.1
Q8IUX1	ENSP00000433471.1
Q96B77	ENSP00000331640.6
Q9BQ95	ENSP00000252440.6
Q9BQ95	ENSP00000270517.6
Q9BQ95	ENSP00000412712.1
Q9BQ95	ENSP00000466559.1
Q9BQ95	ENSP00000508502.1
Q9BQ95	ENSP00000510792.1
Q9GZY4	ENSP00000223336.6
Q9GZY4	ENSP00000312100.6
Q9GZY4	ENSP00000379218.1
Q9GZY4	ENSP00000400759.1
Q9GZY4	ENSP00000395586.1
Q9GZY4	ENSP00000416406.1
Q9GZY4	ENSP00000413777.1
Q9H845	ENSP00000312618.7
Q9H845	ENSP00000506340.1
Q9Y375	ENSP00000260361.4
Q9Y375	ENSP00000453944.2
Q8N201	ENSP00000385722.3
Q96CB8	ENSP00000340737.5
Q96CB8	ENSP00000378221.1
Q96CB8	ENSP00000415433.2
Q9H0H0	ENSP00000414237.3
Q9NVH2	ENSP00000355959.3
Q9NVH2	ENSP00000355960.3
Q9NVH2	ENSP00000355961.3
Q9NVH2	ENSP00000388908.2
Q9UL03	ENSP00000310260.4
Q9UL03	ENSP00000381187.2
Q9UL03	ENSP00000411245.3
P09693	ENSP00000431445.2
P20963	ENSP00000354782.5
P20963	ENSP00000375969.3
Q9H490	ENSP00000217446.3
Q9H490	ENSP00000363953.2
P00338	ENSP00000227157.4
P00338	ENSP00000368722.6
P00338	ENSP00000379524.2
P00338	ENSP00000395337.3
P00338	ENSP00000406172.2
P00338	ENSP00000445331.1
P00338	ENSP00000499898.1
P00338	ENSP00000500354.1
P00338	ENSP00000500953.1
P00338	ENSP00000500284.1
P00338	ENSP00000500603.1
P00338	ENSP00000500168.1
P00338	ENSP00000499977.1
P07195	ENSP00000229319.1
P07195	ENSP00000379386.1
P07864	ENSP00000280704.3
P07864	ENSP00000437783.1
Q9BYZ2	ENSP00000302393.4
Q15650	ENSP00000261884.3
Q4LE39	ENSP00000264183.3
Q4LE39	ENSP00000264184.4
Q4LE39	ENSP00000355562.2
Q4LE39	ENSP00000394663.1
Q5PSV4	ENSP00000216807.6
Q9H0E3	ENSP00000259235.3
Q9H0E3	ENSP00000350333.5
Q9HAJ7	ENSP00000297109.5
Q9HAJ7	ENSP00000416393.2
Q9HAJ7	ENSP00000390927.2
Q9UK53	ENSP00000328436.8
Q9UK53	ENSP00000345202.7
Q9UK53	ENSP00000364930.3
Q9UK53	ENSP00000520415.1
Q8NFU7	ENSP00000362748.4
A5PLN9	ENSP00000231526.4
A5PLN9	ENSP00000382367.3
A5PLN9	ENSP00000409231.2
A5PLN9	ENSP00000423405.1
P0DI81	ENSP00000352708.5
P0DI81	ENSP00000369953.1
P0DI81	ENSP00000392495.3
P0DI81	ENSP00000428900.2
P0DI81	ENSP00000508155.1
P0DI81	ENSP00000507474.1
P48553	ENSP00000291574.4
P48553	ENSP00000369570.3
Q8IUR0	ENSP00000316990.4
Q8IUR0	ENSP00000399025.1
Q8IUR0	ENSP00000470262.1
Q96Q05	ENSP00000405060.3
Q96Q05	ENSP00000498020.1
Q9UL33	ENSP00000301021.3
Q9UL33	ENSP00000512526.1
Q9Y296	ENSP00000405033.2
