GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_NAME_agg	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
4755	SLK (Clear cell renal cell carcinoma. Derived from metastatic site: Skin.Clear cell renal cell carcinoma (NCIt: C4033) Derived from metastatic site: Skin)	SLK__Clear_cell_renal_cell_carcinoma__Derived_from_metastatic_site__Skin_Clear_cell_renal_cell_carcinoma__NCIt__C4033__Derived_from_metastatic_site__Skin_	CVCL_9569	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4756	COG-N-415 (Neuroblastoma)	COG-N-415__Neuroblastoma_	CVCL_AQ23	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4759	LA-N-5 (Neuroblastoma. Derived from metastatic site: Bone marrow)	LA-N-5__Neuroblastoma__Derived_from_metastatic_site__Bone_marrow_	CVCL_0389	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4762	NCI-H2009 (Lung adenocarcinoma. Derived from metastatic site: Lymph node)	NCI-H2009__Lung_adenocarcinoma__Derived_from_metastatic_site__Lymph_node_	CVCL_1514	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4767	primordial germ cell-like cells	primordial_germ_cell-like_cells	NULL	Homo sapiens	NULL	NULL	NULL	embryonic cell	CL:0002321	NULL	NULL	NULL
4769	glioblastoma patient-derived cell model	glioblastoma_patient-derived_cell_model	NULL	Homo sapiens	NULL	NULL	NULL	cancer	EFO:0000311	NULL	BTO:0000527	NULL
4707	GSC23 (Glioblastoma)	GSC23__Glioblastoma_	CVCL_DR59	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4779	PLC/PRF/5 (Hepatocellular carcinoma)	PLC_PRF_5__Hepatocellular_carcinoma_	CVCL_0485	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4780	U937-PR9 (acute promyeloid leukemia)	U937-PR9__acute_promyeloid_leukemia_	NULL	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4786	acute myeloid leukemia (AML)	acute_myeloid_leukemia__AML_	NULL	Homo sapiens	NULL	EFO:0000222	NULL	cancer	EFO:0000311	NULL	NULL	NULL
4787	SW1783 (Anaplastic astrocytoma)	SW1783__Anaplastic_astrocytoma_	CVCL_1722	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4789	alveolar type 2 cells (AT2 cells)	alveolar_type_2_cells__AT2_cells_	NULL	Homo sapiens	CL:0002063	NULL	NULL	lung	UBERON:0002048	NULL	BTO:0000538	NULL
4791	in vitro differentiated AT1-like cells	in_vitro_differentiated_AT1-like_cells	NULL	Homo sapiens	NULL	NULL	NULL	other		NULL	NULL	NULL
4792	HMLE-S4	HMLE-S4	NULL	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
4712	CTV-1 (Adult T acute lymphoblastic leukemia)	CTV-1__Adult_T_acute_lymphoblastic_leukemia_	CVCL_1150	Homo sapiens	NULL	NULL	NULL	cell line	CL:0000010	NULL	NULL	NULL
